Crop,Year,State,Area (\'000 Hectares),Production (\'000 Tonnes),Yield (Kg per Ha))
Sorghum (Jowar),1968-69,Madhya Pradesh,"2,707.90","1,812.40",669.3
Sorghum (Jowar),1969-70,Madhya Pradesh,"2,426.30","1,467.50",604.83
Sorghum (Jowar),1970-71,Madhya Pradesh,"2,177.60","1,336.10",613.57
Sorghum (Jowar),1971-72,Madhya Pradesh,"1,965.00","1,244.20",633.18
Sorghum (Jowar),1972-73,Madhya Pradesh,"2,225.70","1,746.40",784.65
Sorghum (Jowar),1973-74,Madhya Pradesh,"2,037.10","1,176.80",577.68
Sorghum (Jowar),1974-75,Madhya Pradesh,"2,105.00","1,870.90",888.79
Sorghum (Jowar),1975-76,Madhya Pradesh,"1,980.60","1,349.00",681.11
Sorghum (Jowar),1976-77,Madhya Pradesh,"1,890.20","1,282.10",678.29
Sorghum (Jowar),1977-78,Madhya Pradesh,"1,944.40","1,460.50",751.13
Sorghum (Jowar),1978-79,Madhya Pradesh,"1,865.00","1,280.20",686.43
Sorghum (Jowar),1979-80,Madhya Pradesh,"2,147.60","1,109.70",516.72
Sorghum (Jowar),1980-81,Madhya Pradesh,"2,351.80","1,814.50",771.54
Sorghum (Jowar),1981-82,Madhya Pradesh,"2,252.00","1,858.90",825.44
Sorghum (Jowar),1982-83,Madhya Pradesh,"2,034.00","1,400.80",688.69
Sorghum (Jowar),1983-84,Madhya Pradesh,"2,127.70","1,983.00",931.99
Sorghum (Jowar),1984-85,Madhya Pradesh,"1,909.20","1,520.20",796.25
Sorghum (Jowar),1985-86,Madhya Pradesh,"1,959.60","1,773.30",904.93
Sorghum (Jowar),1986-87,Madhya Pradesh,"1,912.10","1,301.40",680.61
Sorghum (Jowar),1987-88,Madhya Pradesh,"2,092.50","1,931.40",923.01
Sorghum (Jowar),1988-89,Madhya Pradesh,"1,810.50","1,635.30",903.23
Sorghum (Jowar),1989-90,Madhya Pradesh,"1,748.00","1,737.00",993.71
Sorghum (Jowar),1990-91,Madhya Pradesh,"1,648.20","1,490.30",904.2
Sorghum (Jowar),1991-92,Madhya Pradesh,"1,381.20","1,007.60",729.51
Sorghum (Jowar),1992-93,Madhya Pradesh,"1,422.90","1,555.20","1,092.98"
Sorghum (Jowar),1993-94,Madhya Pradesh,"1,287.60","1,269.20",985.71
Sorghum (Jowar),1994-95,Madhya Pradesh,"1,043.10",700.6,671.65
Sorghum (Jowar),1995-96,Madhya Pradesh,994.2,844,848.92
Sorghum (Jowar),1996-97,Madhya Pradesh,922.4,792.2,858.85
Sorghum (Jowar),1997-98,Madhya Pradesh,843.7,718.9,852.08
Sorghum (Jowar),1998-99,Madhya Pradesh,763.6,740.4,969.62
Sorghum (Jowar),1999-00,Madhya Pradesh,673.5,526.6,781.89
Sorghum (Jowar),2000-01,Madhya Pradesh,637.8,460.2,721.54
Sorghum (Jowar),2001-02,Madhya Pradesh,642,579.8,903.12
Sorghum (Jowar),2002-03,Madhya Pradesh,655.3,603.4,920.8
Sorghum (Jowar),2003-04,Madhya Pradesh,786.7,954.5,"1,213.30"
Sorghum (Jowar),2004-05,Madhya Pradesh,659,630.6,956.9
Sorghum (Jowar),2005-06,Madhya Pradesh,576.6,627.6,"1,088.45"
Sorghum (Jowar),2006-07,Madhya Pradesh,573.5,595.7,"1,038.71"
Sorghum (Jowar),2007-08,Madhya Pradesh,531.1,593.4,"1,117.30"
Sorghum (Jowar),2008-09,Madhya Pradesh,481.4,574.3,"1,192.98"
Sorghum (Jowar),2009-10,Madhya Pradesh,445.9,564.9,"1,266.88"
Sorghum (Jowar),2010-11,Madhya Pradesh,432,616,"1,425.93"
Sorghum (Jowar),2011-12,Madhya Pradesh,394.5,614.5,"1,557.67"
Sorghum (Jowar),2012-13,Madhya Pradesh,285.9,575,"2,011.19"
Sorghum (Jowar),2013-14,Madhya Pradesh,254.7,373.3,"1,465.65"
Sorghum (Jowar),2014-15,Madhya Pradesh,220,377,"1,713.64"
Sorghum (Jowar),2015-16,Madhya Pradesh,205,400,"1,951.22"
Sorghum (Jowar),2016-17,Madhya Pradesh,220,378.62,"1,721.00"
Sorghum (Jowar),2017-18,Madhya Pradesh,270,570.12,"2,111.55"
Sorghum (Jowar),2018-19,Madhya Pradesh,75,164.18,"2,189.00"
Sorghum (Jowar),2019-20,Madhya Pradesh,108,165.13,"1,529.00"
Sorghum (Jowar),1966-67,Maharashtra,"6,131.20","3,208.10",523.24
Sorghum (Jowar),1967-68,Maharashtra,"6,246.20","3,392.90",543.19
Sorghum (Jowar),1968-69,Maharashtra,"6,290.10","3,548.90",564.2
Sorghum (Jowar),1969-70,Maharashtra,"6,090.80","3,214.20",527.71
Sorghum (Jowar),1970-71,Maharashtra,"5,783.90","1,591.20",275.11
Sorghum (Jowar),1971-72,Maharashtra,"6,169.00","1,931.50",313.1
Sorghum (Jowar),1972-73,Maharashtra,"4,994.40","1,245.70",249.42
Sorghum (Jowar),1973-74,Maharashtra,"6,102.50","2,835.40",464.63
Sorghum (Jowar),1974-75,Maharashtra,"6,057.10","3,651.80",602.9
Sorghum (Jowar),1975-76,Maharashtra,"6,152.30","3,455.40",561.64
Sorghum (Jowar),1976-77,Maharashtra,"6,439.30","4,710.20",731.48
Sorghum (Jowar),1977-78,Maharashtra,"6,638.50","5,109.70",769.71
Sorghum (Jowar),1978-79,Maharashtra,"6,524.20","4,881.40",748.2
Sorghum (Jowar),1979-80,Maharashtra,"6,825.00","5,464.00",800.59
Sorghum (Jowar),1980-81,Maharashtra,"6,437.90","4,427.50",687.72
Sorghum (Jowar),1981-82,Maharashtra,"6,577.90","4,891.10",743.57
Sorghum (Jowar),1982-83,Maharashtra,"6,647.00","4,652.50",699.94
Sorghum (Jowar),1983-84,Maharashtra,"6,540.50","4,678.40",715.3
Sorghum (Jowar),1984-85,Maharashtra,"6,561.80","4,802.40",731.87
Sorghum (Jowar),1985-86,Maharashtra,"6,625.60","3,922.70",592.05
Sorghum (Jowar),1986-87,Maharashtra,"6,334.80","3,092.40",488.16
Sorghum (Jowar),1987-88,Maharashtra,"6,662.80","5,951.90",893.3
Sorghum (Jowar),1988-89,Maharashtra,"6,185.10","4,277.90",691.65
Sorghum (Jowar),1989-90,Maharashtra,"6,427.80","6,635.10","1,032.25"
Sorghum (Jowar),1990-91,Maharashtra,"6,331.10","5,948.00",939.49
Sorghum (Jowar),1991-92,Maharashtra,"5,485.10","3,390.10",618.06
Sorghum (Jowar),1992-93,Maharashtra,"5,921.00","6,687.60","1,129.47"
Sorghum (Jowar),1993-94,Maharashtra,"6,165.00","5,976.20",969.38
Sorghum (Jowar),1994-95,Maharashtra,"5,351.40","4,580.80",856
Sorghum (Jowar),1995-96,Maharashtra,"5,557.30","4,940.10",888.94
Sorghum (Jowar),1996-97,Maharashtra,"5,692.00","6,245.50","1,097.24"
Sorghum (Jowar),1997-98,Maharashtra,"5,500.30","3,780.30",687.29
Sorghum (Jowar),1998-99,Maharashtra,"4,775.10","4,483.50",938.93
Sorghum (Jowar),1999-00,Maharashtra,"5,190.70","4,692.70",904.06
Sorghum (Jowar),2000-01,Maharashtra,"5,094.00","3,988.00",782.88
Sorghum (Jowar),2001-02,Maharashtra,"5,137.30","3,910.10",761.12
Sorghum (Jowar),2002-03,Maharashtra,"4,804.00","3,882.00",808.08
Sorghum (Jowar),2003-04,Maharashtra,"4,440.00","2,888.00",650.45
Sorghum (Jowar),2004-05,Maharashtra,"4,756.00","3,624.00",761.98
Sorghum (Jowar),2005-06,Maharashtra,"4,740.00","3,904.00",823.63
Sorghum (Jowar),2006-07,Maharashtra,"4,618.00","3,772.00",816.8
Sorghum (Jowar),2007-08,Maharashtra,"4,148.00","4,003.00",965.04
Sorghum (Jowar),2008-09,Maharashtra,"4,071.00","3,586.60",881.01
Sorghum (Jowar),2009-10,Maharashtra,"4,176.00","3,566.00",853.93
Sorghum (Jowar),2010-11,Maharashtra,"4,060.00","3,452.00",850.25
Sorghum (Jowar),2011-12,Maharashtra,"3,279.00","2,693.00",821.29
Sorghum (Jowar),2012-13,Maharashtra,"3,162.00","1,935.31",612.05
Sorghum (Jowar),2013-14,Maharashtra,"2,862.00","2,266.78",792.03
Sorghum (Jowar),2014-15,Maharashtra,"3,288.00","2,109.00",641.42
Sorghum (Jowar),2015-16,Maharashtra,"3,218.00","1,352.26",420.22
Sorghum (Jowar),2016-17,Maharashtra,"3,050.70","2,170.38",711.44
Sorghum (Jowar),2017-18,Maharashtra,"2,231.30","1,606.69",720.07
Sorghum (Jowar),2018-19,Maharashtra,"1,631.60",872.48,534.74
Sorghum (Jowar),2019-20,Maharashtra,"2,290.58","1,807.51",789.11
Sorghum (Jowar),1998-99,Nagaland,1,0.8,800
Sorghum (Jowar),1999-00,Nagaland,1.5,1.3,866.67
Sorghum (Jowar),2000-01,Nagaland,1.5,1.3,866.67
Sorghum (Jowar),2001-02,Nagaland,2,1.2,600
Sorghum (Jowar),2002-03,Nagaland,2,4,"2,000.00"
Sorghum (Jowar),2003-04,Nagaland,3,5,"1,666.67"
Sorghum (Jowar),2004-05,Nagaland,2.5,4,"1,600.00"
Sorghum (Jowar),2005-06,Nagaland,0.6,0.8,"1,333.33"
Sorghum (Jowar),2006-07,Nagaland,1,0.8,800
Sorghum (Jowar),2007-08,Nagaland,1,1.1,"1,100.00"
Sorghum (Jowar),2008-09,Nagaland,0.1,0.1,"1,000.00"
Sorghum (Jowar),2009-10,Nagaland,0.24,0.1,416.67
Sorghum (Jowar),2010-11,Nagaland,0.1,0.11,"1,100.00"
Sorghum (Jowar),2011-12,Nagaland,0.12,0.11,916.67
Sorghum (Jowar),2012-13,Nagaland,0.18,0.17,944.44
Sorghum (Jowar),2013-14,Nagaland,0.23,0.22,956.52
Sorghum (Jowar),2014-15,Nagaland,0.24,0.23,958.33
Sorghum (Jowar),2015-16,Nagaland,0.25,0.24,960
Sorghum (Jowar),2016-17,Nagaland,0.26,0.25,961.54
Sorghum (Jowar),2017-18,Nagaland,0.27,0.26,963
Sorghum (Jowar),2018-19,Nagaland,0.28,0.27,964
Sorghum (Jowar),2019-20,Nagaland,0.28,0.27,964
Sorghum (Jowar),2018-19,Odisha,7.19,4.56,634
Sorghum (Jowar),2019-20,Odisha,5.81,3.68,633
Sorghum (Jowar),1966-67,Orissa,9.3,4.9,526.88
Sorghum (Jowar),1967-68,Orissa,9.4,7.2,765.96
Sorghum (Jowar),1968-69,Orissa,14.3,12,839.16
Sorghum (Jowar),1969-70,Orissa,16.9,13.5,798.82
Sorghum (Jowar),1970-71,Orissa,17.4,10.8,620.69
Sorghum (Jowar),1971-72,Orissa,19.3,14.6,756.48
Sorghum (Jowar),1972-73,Orissa,20.9,14.5,693.78
Sorghum (Jowar),1973-74,Orissa,22.3,16.7,748.88
Sorghum (Jowar),1974-75,Orissa,24.4,14,573.77
Sorghum (Jowar),1975-76,Orissa,23.6,15.6,661.02
Sorghum (Jowar),1976-77,Orissa,33.4,18.9,565.87
Sorghum (Jowar),1977-78,Orissa,35.4,23.2,655.37
Sorghum (Jowar),1978-79,Orissa,33,19.4,587.88
Sorghum (Jowar),1979-80,Orissa,22.7,12.1,533.04
Sorghum (Jowar),1980-81,Orissa,36.6,24.4,666.67
Sorghum (Jowar),1981-82,Orissa,33.9,27.5,811.21
Sorghum (Jowar),1982-83,Orissa,37.1,27.8,749.33
Sorghum (Jowar),1983-84,Orissa,37.7,37.4,992.04
Sorghum (Jowar),1984-85,Orissa,29,16.2,558.62
Sorghum (Jowar),1985-86,Orissa,35.7,35,980.39
Sorghum (Jowar),1986-87,Orissa,33.2,24.8,746.99
Sorghum (Jowar),1987-88,Orissa,32.5,22,676.92
Sorghum (Jowar),1988-89,Orissa,30,23.9,796.67
Sorghum (Jowar),1989-90,Orissa,28.2,20.3,719.86
Sorghum (Jowar),1990-91,Orissa,26.8,21.9,817.16
Sorghum (Jowar),1991-92,Orissa,27.2,19,698.53
Sorghum (Jowar),1992-93,Orissa,17.7,11.8,666.67
Sorghum (Jowar),1993-94,Orissa,23.1,15.8,683.98
Sorghum (Jowar),1994-95,Orissa,21.8,13.6,623.85
Sorghum (Jowar),1995-96,Orissa,20.2,14.1,698.02
Sorghum (Jowar),1996-97,Orissa,18.4,10.8,586.96
Sorghum (Jowar),1997-98,Orissa,15,8,533.33
Sorghum (Jowar),1998-99,Orissa,14.2,7.5,528.17
Sorghum (Jowar),1999-00,Orissa,14,8,571.43
Sorghum (Jowar),2000-01,Orissa,13,8,615.38
Sorghum (Jowar),2001-02,Orissa,12.3,7.1,577.24
Sorghum (Jowar),2002-03,Orissa,11,5.7,518.18
Sorghum (Jowar),2003-04,Orissa,11.1,6.4,576.58
Sorghum (Jowar),2004-05,Orissa,10.1,5.5,544.55
Sorghum (Jowar),2005-06,Orissa,9.5,5.7,600
Sorghum (Jowar),2006-07,Orissa,9.5,5.8,610.53
Sorghum (Jowar),2007-08,Orissa,9.3,5.8,623.66
Sorghum (Jowar),2008-09,Orissa,8.9,5.6,629.21
Sorghum (Jowar),2009-10,Orissa,9.03,5.78,640.09
Sorghum (Jowar),2010-11,Orissa,8.9,5.4,606.74
Sorghum (Jowar),2011-12,Orissa,8.63,5.44,630.36
Sorghum (Jowar),2012-13,Orissa,7.84,4.9,625.4
Sorghum (Jowar),2013-14,Orissa,7.46,4.66,624.66
Sorghum (Jowar),2014-15,Orissa,6.69,4.19,626.31
Sorghum (Jowar),2015-16,Orissa,6.21,3.89,626.41
Sorghum (Jowar),2016-17,Orissa,5.47,3.44,628.88
Sorghum (Jowar),2017-18,Orissa,5.62,3.55,632
Sorghum (Jowar),1966-67,Pondicherry,,,
Sorghum (Jowar),1967-68,Pondicherry,,,
Sorghum (Jowar),1968-69,Pondicherry,,,
Sorghum (Jowar),1969-70,Pondicherry,0.1,0.1,"1,000.00"
Sorghum (Jowar),1970-71,Pondicherry,,0.1,
Sorghum (Jowar),1971-72,Pondicherry,,,
Sorghum (Jowar),1972-73,Pondicherry,0.1,0.1,"1,000.00"
Sorghum (Jowar),1973-74,Pondicherry,0.1,0.1,"1,000.00"
Sorghum (Jowar),1974-75,Pondicherry,0.1,0.2,"2,000.00"
Sorghum (Jowar),1975-76,Pondicherry,0.3,0.8,"2,666.67"
Sorghum (Jowar),1976-77,Pondicherry,0.3,1.1,"3,666.67"
Sorghum (Jowar),1977-78,Pondicherry,0.2,0.6,"3,000.00"
Sorghum (Jowar),1978-79,Pondicherry,0.1,0.3,"3,000.00"
Sorghum (Jowar),1979-80,Pondicherry,,,
Sorghum (Jowar),1980-81,Pondicherry,,0.1,
Sorghum (Jowar),1981-82,Pondicherry,0.1,0.1,"1,000.00"
Sorghum (Jowar),1982-83,Pondicherry,0.1,0.2,"2,000.00"
Sorghum (Jowar),1983-84,Pondicherry,0.1,0.1,"1,000.00"
Sorghum (Jowar),1984-85,Pondicherry,,,
Sorghum (Jowar),1985-86,Pondicherry,,,
Sorghum (Jowar),1986-87,Pondicherry,,,
Sorghum (Jowar),1987-88,Pondicherry,,,
Sorghum (Jowar),1988-89,Pondicherry,,,
Sorghum (Jowar),1989-90,Pondicherry,,,
Sorghum (Jowar),1990-91,Pondicherry,,,
Sorghum (Jowar),1991-92,Pondicherry,,,
Sorghum (Jowar),1992-93,Pondicherry,,,
Sorghum (Jowar),1993-94,Pondicherry,,,
Sorghum (Jowar),1994-95,Pondicherry,,,
Sorghum (Jowar),1995-96,Pondicherry,,,
Sorghum (Jowar),1996-97,Pondicherry,,,
Sorghum (Jowar),1997-98,Pondicherry,,,
Sorghum (Jowar),1998-99,Pondicherry,,,
Sorghum (Jowar),1999-00,Pondicherry,,,
Sorghum (Jowar),2000-01,Pondicherry,,,
Sorghum (Jowar),2001-02,Pondicherry,,,
Sorghum (Jowar),2002-03,Pondicherry,,,
Sorghum (Jowar),2003-04,Pondicherry,0.1,0.1,"1,000.00"
Sorghum (Jowar),2004-05,Pondicherry,0.1,0.1,"1,000.00"
Sorghum (Jowar),2005-06,Pondicherry,0.1,0.1,"1,000.00"
Sorghum (Jowar),2006-07,Pondicherry,0.1,0.1,"1,000.00"
Sorghum (Jowar),2007-08,Pondicherry,0,0,
Sorghum (Jowar),2008-09,Pondicherry,0,0,
Sorghum (Jowar),2009-10,Pondicherry,0.01,0.01,"1,500.00"
Sorghum (Jowar),2010-11,Pondicherry,,,
Sorghum (Jowar),2011-12,Pondicherry,,,
Sorghum (Jowar),2012-13,Pondicherry,,,
Sorghum (Jowar),2013-14,Pondicherry,,,
Sorghum (Jowar),2014-15,Pondicherry,,,
Sorghum (Jowar),2015-16,Pondicherry,,,
Sorghum (Jowar),2016-17,Pondicherry,,,
Sorghum (Jowar),2017-18,Pondicherry,,,
Sorghum (Jowar),2018-19,Puducherry,,,
Sorghum (Jowar),2019-20,Puducherry,,,
Sorghum (Jowar),1966-67,Punjab,5.8,2.6,448.28
Sorghum (Jowar),1967-68,Punjab,6,4,666.67
Sorghum (Jowar),1968-69,Punjab,3,3,"1,000.00"
Sorghum (Jowar),1969-70,Punjab,3,3,"1,000.00"
Sorghum (Jowar),1970-71,Punjab,5.1,2.8,549.02
Sorghum (Jowar),1971-72,Punjab,3.1,1.8,580.65
Sorghum (Jowar),1972-73,Punjab,6.7,3.4,507.46
Sorghum (Jowar),1973-74,Punjab,4.6,2.7,586.96
Sorghum (Jowar),1974-75,Punjab,3.3,2.1,636.36
Sorghum (Jowar),1975-76,Punjab,5.2,3.1,596.15
Sorghum (Jowar),1976-77,Punjab,4.1,2.5,609.76
Sorghum (Jowar),1977-78,Punjab,1.8,1.2,666.67
Sorghum (Jowar),1978-79,Punjab,1.8,1.3,722.22
Sorghum (Jowar),1979-80,Punjab,1.4,0.8,571.43
Sorghum (Jowar),1980-81,Punjab,1.2,0.8,666.67
Sorghum (Jowar),1981-82,Punjab,2.5,1.9,760
Sorghum (Jowar),1982-83,Punjab,1.4,1.9,"1,357.14"
Sorghum (Jowar),1983-84,Punjab,1,1.1,"1,100.00"
Sorghum (Jowar),1984-85,Punjab,0.6,0.6,"1,000.00"
Sorghum (Jowar),1985-86,Punjab,,,
Sorghum (Jowar),1986-87,Punjab,0.2,0.2,"1,000.00"
Sorghum (Jowar),1987-88,Punjab,0.7,0.6,857.14
Sorghum (Jowar),1988-89,Punjab,3.1,3.1,"1,000.00"
Sorghum (Jowar),1989-90,Punjab,0.5,0.5,"1,000.00"
Sorghum (Jowar),1990-91,Punjab,0.3,0.3,"1,000.00"
Sorghum (Jowar),1991-92,Punjab,0.2,0.2,"1,000.00"
Sorghum (Jowar),1992-93,Punjab,0.1,0.1,"1,000.00"
Sorghum (Jowar),1993-94,Punjab,0.3,0.3,"1,000.00"
Sorghum (Jowar),1994-95,Punjab,0.3,0.3,"1,000.00"
Sorghum (Jowar),1995-96,Punjab,2.6,2.2,846.15
Sorghum (Jowar),1996-97,Punjab,2.6,2.2,846.15
Sorghum (Jowar),1997-98,Punjab,0.2,0.2,"1,000.00"
Sorghum (Jowar),1998-99,Punjab,0.2,0.2,"1,000.00"
Sorghum (Jowar),1999-00,Punjab,0,0,
Sorghum (Jowar),2000-01,Punjab,0.1,0.1,"1,000.00"
Sorghum (Jowar),2001-02,Punjab,0.1,0.1,"1,000.00"
Sorghum (Jowar),2002-03,Punjab,0,0,
Sorghum (Jowar),2003-04,Punjab,,,
Sorghum (Jowar),2004-05,Punjab,,,
Sorghum (Jowar),2005-06,Punjab,,,
Sorghum (Jowar),2006-07,Punjab,,,
Sorghum (Jowar),2007-08,Punjab,0.1,0.1,"1,000.00"
Sorghum (Jowar),2008-09,Punjab,0.1,0.1,"1,000.00"
Sorghum (Jowar),2009-10,Punjab,0.1,0.1,"1,000.00"
Sorghum (Jowar),2010-11,Punjab,0,0,
Sorghum (Jowar),2011-12,Punjab,,,
Sorghum (Jowar),2012-13,Punjab,,,
Sorghum (Jowar),2013-14,Punjab,,,
Sorghum (Jowar),2014-15,Punjab,,,
Sorghum (Jowar),2015-16,Punjab,,,
Sorghum (Jowar),2016-17,Punjab,,,
Sorghum (Jowar),2017-18,Punjab,,,
Sorghum (Jowar),2018-19,Punjab,,,
Sorghum (Jowar),2019-20,Punjab,,,
Sorghum (Jowar),1966-67,Rajasthan,"1,134.50",345.8,304.8
Sorghum (Jowar),1967-68,Rajasthan,"1,168.50",428.1,366.37
Sorghum (Jowar),1968-69,Rajasthan,945.8,199.3,210.72
Sorghum (Jowar),1969-70,Rajasthan,"1,167.10",413.9,354.64
Sorghum (Jowar),1970-71,Rajasthan,"1,178.80",572.8,485.92
Sorghum (Jowar),1971-72,Rajasthan,923.2,252.6,273.61
Sorghum (Jowar),1972-73,Rajasthan,988.7,307.8,311.32
Sorghum (Jowar),1973-74,Rajasthan,"1,115.00",390.6,350.31
Sorghum (Jowar),1974-75,Rajasthan,811,312.8,385.7
Sorghum (Jowar),1975-76,Rajasthan,713.1,189.7,266.02
Sorghum (Jowar),1976-77,Rajasthan,839.9,360.1,428.74
Sorghum (Jowar),1977-78,Rajasthan,723.8,280,386.85
Sorghum (Jowar),1978-79,Rajasthan,825.7,330.7,400.51
Sorghum (Jowar),1979-80,Rajasthan,848.4,153.3,180.69
Sorghum (Jowar),1980-81,Rajasthan,"1,002.20",337.6,336.86
Sorghum (Jowar),1981-82,Rajasthan,968.9,407.9,420.99
Sorghum (Jowar),1982-83,Rajasthan,951.3,356.2,374.43
Sorghum (Jowar),1983-84,Rajasthan,985.5,591.4,600.1
Sorghum (Jowar),1984-85,Rajasthan,837.9,414.5,494.69
Sorghum (Jowar),1985-86,Rajasthan,983,374.8,381.28
Sorghum (Jowar),1986-87,Rajasthan,"1,006.40",238.8,237.28
Sorghum (Jowar),1987-88,Rajasthan,981.4,216.6,220.71
Sorghum (Jowar),1988-89,Rajasthan,"1,042.80",539.4,517.26
Sorghum (Jowar),1989-90,Rajasthan,826.9,327.6,396.18
Sorghum (Jowar),1990-91,Rajasthan,931,518.4,556.82
Sorghum (Jowar),1991-92,Rajasthan,707.7,157.4,222.41
Sorghum (Jowar),1992-93,Rajasthan,775.4,411.5,530.69
Sorghum (Jowar),1993-94,Rajasthan,660.6,160.5,242.96
Sorghum (Jowar),1994-95,Rajasthan,678.6,273.1,402.45
Sorghum (Jowar),1995-96,Rajasthan,593.5,139.4,234.88
Sorghum (Jowar),1996-97,Rajasthan,622.6,290.9,467.23
Sorghum (Jowar),1997-98,Rajasthan,561.3,267.2,476.04
Sorghum (Jowar),1998-99,Rajasthan,535.3,153.8,287.32
Sorghum (Jowar),1999-00,Rajasthan,556,173.2,311.51
Sorghum (Jowar),2000-01,Rajasthan,674,134.5,199.55
Sorghum (Jowar),2001-02,Rajasthan,614.7,254.4,413.86
Sorghum (Jowar),2002-03,Rajasthan,532.4,68.5,128.66
Sorghum (Jowar),2003-04,Rajasthan,739,527.4,713.67
Sorghum (Jowar),2004-05,Rajasthan,573,265.9,464.05
Sorghum (Jowar),2005-06,Rajasthan,588.5,169.7,288.36
Sorghum (Jowar),2006-07,Rajasthan,662,367.8,555.59
Sorghum (Jowar),2007-08,Rajasthan,625.3,394.7,631.22
Sorghum (Jowar),2008-09,Rajasthan,576.6,332.9,577.35
Sorghum (Jowar),2009-10,Rajasthan,718.46,104.2,145.03
Sorghum (Jowar),2010-11,Rajasthan,726.9,508.9,700.1
Sorghum (Jowar),2011-12,Rajasthan,553.75,410.11,740.6
Sorghum (Jowar),2012-13,Rajasthan,680.38,420.39,617.88
Sorghum (Jowar),2013-14,Rajasthan,579.62,356.67,615.35
Sorghum (Jowar),2014-15,Rajasthan,660.97,504.5,763.27
Sorghum (Jowar),2015-16,Rajasthan,631.17,344.27,545.45
Sorghum (Jowar),2016-17,Rajasthan,579.31,349.54,603.38
Sorghum (Jowar),2017-18,Rajasthan,516.04,300.85,583
Sorghum (Jowar),2018-19,Rajasthan,564.39,469.57,832
Sorghum (Jowar),2019-20,Rajasthan,642.84,455.77,709
Sorghum (Jowar),1966-67,Tamil Nadu,744,558.8,751.08
Sorghum (Jowar),1967-68,Tamil Nadu,750.7,557.8,743.04
Sorghum (Jowar),1968-69,Tamil Nadu,666.1,468.1,702.75
Sorghum (Jowar),1969-70,Tamil Nadu,731.5,575.1,786.19
Sorghum (Jowar),1970-71,Tamil Nadu,749,546.8,730.04
Sorghum (Jowar),1971-72,Tamil Nadu,717.4,514.6,717.31
Sorghum (Jowar),1972-73,Tamil Nadu,679.6,537.2,790.46
Sorghum (Jowar),1973-74,Tamil Nadu,640.9,569.3,888.28
Sorghum (Jowar),1974-75,Tamil Nadu,675.4,406.4,601.72
Sorghum (Jowar),1975-76,Tamil Nadu,816.9,715.6,875.99
Sorghum (Jowar),1976-77,Tamil Nadu,841.8,793.2,942.27
Sorghum (Jowar),1977-78,Tamil Nadu,750.8,719.2,957.91
Sorghum (Jowar),1978-79,Tamil Nadu,695.6,636.1,914.46
Sorghum (Jowar),1979-80,Tamil Nadu,721,652.1,904.44
Sorghum (Jowar),1980-81,Tamil Nadu,537.3,426,792.85
Sorghum (Jowar),1981-82,Tamil Nadu,668.9,534.2,798.62
Sorghum (Jowar),1982-83,Tamil Nadu,650.4,385.6,592.87
Sorghum (Jowar),1983-84,Tamil Nadu,746.9,555.8,744.14
Sorghum (Jowar),1984-85,Tamil Nadu,686.5,564.6,822.43
Sorghum (Jowar),1985-86,Tamil Nadu,729.4,642.1,880.31
Sorghum (Jowar),1986-87,Tamil Nadu,730.4,658.5,901.56
Sorghum (Jowar),1987-88,Tamil Nadu,764.2,768.8,"1,006.02"
Sorghum (Jowar),1988-89,Tamil Nadu,592.7,561,946.52
Sorghum (Jowar),1989-90,Tamil Nadu,583.7,562.9,964.37
Sorghum (Jowar),1990-91,Tamil Nadu,541.1,548.8,"1,014.23"
Sorghum (Jowar),1991-92,Tamil Nadu,511.8,552.6,"1,079.72"
Sorghum (Jowar),1992-93,Tamil Nadu,484.2,486.2,"1,004.13"
Sorghum (Jowar),1993-94,Tamil Nadu,506.3,486.2,960.3
Sorghum (Jowar),1994-95,Tamil Nadu,432,490,"1,134.26"
Sorghum (Jowar),1995-96,Tamil Nadu,383.4,329.7,859.94
Sorghum (Jowar),1996-97,Tamil Nadu,395,361.8,915.95
Sorghum (Jowar),1997-98,Tamil Nadu,380.4,377.7,992.9
Sorghum (Jowar),1998-99,Tamil Nadu,364.9,369.2,"1,011.78"
Sorghum (Jowar),1999-00,Tamil Nadu,351.3,345.8,984.34
Sorghum (Jowar),2000-01,Tamil Nadu,331.3,306,923.63
Sorghum (Jowar),2001-02,Tamil Nadu,317,275,867.51
Sorghum (Jowar),2002-03,Tamil Nadu,319.6,210.8,659.57
Sorghum (Jowar),2003-04,Tamil Nadu,401.6,246,612.55
Sorghum (Jowar),2004-05,Tamil Nadu,376.7,252.1,669.23
Sorghum (Jowar),2005-06,Tamil Nadu,316.3,231.4,731.58
Sorghum (Jowar),2006-07,Tamil Nadu,294.3,294,998.98
Sorghum (Jowar),2007-08,Tamil Nadu,283.3,247.8,874.69
Sorghum (Jowar),2008-09,Tamil Nadu,258.9,214.1,826.96
Sorghum (Jowar),2009-10,Tamil Nadu,238.58,221.67,929.12
Sorghum (Jowar),2010-11,Tamil Nadu,243.47,246.99,"1,014.46"
Sorghum (Jowar),2011-12,Tamil Nadu,197.69,252.52,"1,277.35"
Sorghum (Jowar),2012-13,Tamil Nadu,193.86,165.02,851.23
Sorghum (Jowar),2013-14,Tamil Nadu,347.13,449.57,"1,295.11"
Sorghum (Jowar),2014-15,Tamil Nadu,347.52,512.6,"1,475.02"
Sorghum (Jowar),2015-16,Tamil Nadu,339.16,467.99,"1,379.85"
Sorghum (Jowar),2016-17,Tamil Nadu,268.39,153.87,573.31
